sensor01,sensor02,sensor03,sensor04,sensor05,sensor06,sensor07,sensor08,sensor09,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,testResult,status
397.533333,604,582.447619,439.209524,46.247619,61.32381,49.6,46.409524,-479.466667,-507,-494.552381,-568.790476,-51.752381,-50.67619,-90.4,-65.590476,0.231626,1.036022,0.168358,1031.75,898.5,742.25,482,64.5,59.25,65.25,51.25,7469.66746,7349.346825,7323.379365,7450.719841,-3.626984,-8.280159,-4.78254,-5.235714,261.440431,151.514286,342.938214,75.77619,261.781447,77.861905,324.193605,65.309524,22.610465,0.980952,18.511956,0.4,27.153449,3.6,20.698755,0.066667,2.079892,2.062316,1.983142,1.976046,5,9,4.8,45.2,1.265518,0.323652,1.18661,7.841747,Good,Pass
351.952381,723.390476,493.314286,612.304762,45.352381,57.038095,62.552381,64.904762,-493.047619,-672.609524,-506.685714,-698.695238,-55.647619,-62.961905,-58.447619,-55.095238,0.252194,1.159469,0.180992,1028.25,886,1393.75,461.5,63.75,65.25,61.5,48,7554.551587,7270.843651,7503.484921,7377.322222,-3.054762,-11.1,-3.94127,-8.538889,246.384499,120.033333,469.096921,101.861905,240.605848,52.771429,446.50581,71.5,21.728298,-0.390476,20.369783,0.895238,25.298527,1.580952,22.953191,-0.371429,2.46159,2.03243,1.722541,1.676123,6.2,34.4,40.4,31.2,0.818549,0.324212,0.858872,4.291926,Good,Pass
756.314286,389.980952,893.161905,284.304762,52.419048,54.038095,58.266667,56.933333,-711.685714,-501.019048,-710.838095,-539.695238,-64.580952,-65.961905,-77.733333,-73.066667,0.287452,1.127454,0.199061,790,1009,1275.5,628.75,60.25,53,69.5,41,6954.4,7415.542857,6786.35873,7507.853175,-10.198413,-3.844444,-10.796825,-1.276984,456.615083,118.642857,242.774406,107.366667,467.598909,112.833333,251.047833,122.838095,22.24724,-0.019048,19.750895,-0.32381,27.173275,2.219048,23.029597,-1.619048,2.307651,1.975038,1.902197,1.823882,44,11.6,7.6,32,0.939166,0.360504,0.996908,5.343264,Good,Pass
264.580952,536.857143,436.809524,422.2,64.6,48.333333,70.904762,58.171429,-472.419048,-517.142857,-458.190476,-544.8,-57.4,-59.666667,-64.095238,-55.828571,0.122589,1.131831,0.078571,805.5,714,905.75,912.5,72.25,67.25,73,57.25,7590.278571,7231.178571,7450.357937,7324.320635,-2.519841,-7.610317,-3.268254,-5.65873,226.663284,120.438095,320.265872,56.604762,230.933528,61.061905,304.019992,33.147619,21.875347,0.6,19.801659,0.333333,25.851534,1.485714,21.48511,0.114286,2.298399,2.13181,2.121987,2.070937,0.4,1.4,21.2,7.4,1.272475,0.392955,1.184024,8.036224,Good,Pass
252.238095,694.609524,370.733333,584.771429,58.238095,63.657143,59.714286,83.104762,-441.761905,-591.390476,-433.266667,-611.228571,-76.761905,-81.342857,-79.285714,-77.895238,0.147254,1.371596,0.10286,1457,904,752.75,578.25,82.25,86,85.25,89,7730.085714,7245.453968,7682.909524,7361.284127,-2.805556,-7.251587,-2.811905,-4.418254,226.857556,124.238095,363.065875,13.742857,218.295935,80.780952,340.060122,48.12381,25.158405,1.6,27.354634,-2.114286,29.51026,0.619048,29.044734,-0.6,3.07663,1.975222,1.907968,1.59871,41.6,2.2,42,2,0.615531,0.364885,0.659687,3.08714,Good,Pass
445.257143,592.590476,608.866667,452.990476,51.32381,49.647619,66.714286,49.247619,-506.742857,-543.409524,-470.133333,-562.009524,-72.67619,-40.352381,-63.285714,-52.752381,0.276715,1.010283,0.196894,952,947,1060.25,528.25,69.25,56.25,61.25,38.25,7268.857143,7219.976984,7211.621429,7315.725397,-3.815873,-8.47619,-4.716667,-5.965079,272.726749,130.133333,350.935303,90.661905,279.063064,68.452381,323.552421,90.204762,22.879872,-1.457143,17.826167,0.209524,25.771757,1.32381,18.82211,0.104762,1.599091,1.573871,1.51516,1.505143,5.2,41.2,1.2,9,0.671872,0.287922,0.699094,2.966506,Good,Pass
371.580952,456.533333,522.685714,388.971429,50.52381,44.114286,59.295238,63.07619,-529.419048,-458.466667,-497.314286,-529.028571,-75.47619,-89.885714,-62.704762,-68.92381,0.098501,1.414367,0.07719,1045,814.5,894,1152.5,85.5,100,88.75,78,7717.91746,7455.004762,7597.390476,7539.598413,-4.466667,-6.337302,-5.82381,-3.405556,288.442542,140.957143,262.64175,64.571429,294.898049,84.290476,232.447983,64,26.916279,3.809524,25.654835,1.695238,30.357228,2.495238,26.980239,2.038095,3.186466,3.057637,2.414964,2.281921,20.8,41.6,36,20,1.058222,0.416476,1.101594,5.033769,Good,Pass
492.514286,604.32381,640.666667,464.514286,51.07619,34.971429,74.238095,50.952381,-591.485714,-517.67619,-609.333333,-587.485714,-60.92381,-76.028571,-70.761905,-87.047619,0.205952,1.212153,0.164882,1189,1038.25,672.75,1007.25,70.25,80,68.5,63.25,7559.599206,7316.400794,7426.968254,7445.161111,-6.5,-8.001587,-7.484921,-4.946825,364.31445,208.366667,331.810081,104.2,356.05768,138.733333,295.397624,97.490476,23.412572,2.066667,20.938256,0.504762,25.467604,2.095238,23.858684,1.295238,2.193874,1.968485,1.956244,1.883268,41.6,48.8,40.8,4.4,1.007433,0.327494,1.152474,5.517955,Good,Pass
492.514286,604.32381,640.666667,464.514286,51.07619,34.971429,74.238095,50.952381,-591.485714,-517.67619,-609.333333,-587.485714,-60.92381,-76.028571,-70.761905,-87.047619,0.205952,1.212153,0.164882,1189,1038.25,672.75,1007.25,70.25,80,68.5,63.25,7559.599206,7316.400794,7426.968254,7445.161111,-6.5,-8.001587,-7.484921,-4.946825,364.31445,208.366667,331.810081,104.2,356.05768,138.733333,295.397624,97.490476,23.412572,2.066667,20.938256,0.504762,25.467604,2.095238,23.858684,1.295238,2.193874,1.968485,1.956244,1.883268,41.6,48.8,40.8,4.4,1.007433,0.327494,1.152474,5.517955,Good,Pass
619.866667,451.638095,772.52381,291.257143,43.142857,40.380952,56.990476,45.257143,-560.133333,-484.361905,-552.47619,-508.742857,-55.857143,-66.619048,-79.009524,-71.742857,0.240443,1.075859,0.167537,761.5,684.75,708,530.5,63.5,59.25,85,46.25,7168.474603,7471.45873,7100.104762,7676.469841,-7.295238,-6.787302,-8.642063,-3.585714,341.054107,80.32381,298.023775,123.02381,348.758551,57.814286,269.125588,124.247619,20.964572,-0.038095,18.705016,2.047619,25.806615,3.566667,20.862976,2.866667,2.097984,2.066861,1.974271,1.740903,14.4,22.4,44.4,10.8,0.845369,0.376778,0.853751,1.29583,Good,Pass
387.771429,639.428571,529.152381,467.733333,39.038095,39.466667,40.838095,33.380952,-487.228571,-477.571429,-474.847619,-469.266667,-63.961905,-44.533333,-62.161905,-52.619048,0.242955,0.962051,0.173502,561.75,785.25,525.75,1169,56,51.5,60.75,48,7492.701587,7201.878571,7451.496825,7386.236508,-4.847619,-9.690476,-6.4,-6.789683,280.164126,161.504762,353.335903,49.480952,280.37546,83.380952,295.703099,18.333333,19.489414,2.4,14.818471,0.933333,21.615778,4.152381,17.628827,1.038095,1.911528,1.662868,1.652924,1.646702,48.4,32.4,1.6,5.2,0.770568,0.275051,0.879944,3.952464,Good,Pass
332.238095,665.07619,539.752381,544.514286,51.333333,42.961905,57.428571,38.342857,-391.761905,-577.92381,-353.247619,-579.485714,-58.666667,-54.038095,-63.571429,-83.657143,0.283867,1.040454,0.195623,758.75,901,577,522.5,70.25,59.5,73.25,55,7612.638889,7356.874603,7436.271429,7396.726984,-3.046825,-10.864286,-4.590476,-8.380159,199.408252,90.57619,416.600605,104.371429,210.662758,8.361905,385.685403,100.428571,20.989315,0.52381,18.506742,0.961905,24.274936,1.428571,20.696048,1.352381,2.124245,1.944259,1.778663,1.653941,43.2,47.2,7.4,43.6,1.013916,0.352675,0.928695,3.109167,Good,Pass
384.666667,620.2,524.961905,468.990476,42.619048,39.219048,58.352381,48.819048,-465.333333,-441.8,-460.038095,-507.009524,-57.380952,-44.780952,-65.647619,-56.180952,0.263794,0.941174,0.185844,1015.75,553.25,694.75,469.25,59.25,50,65.5,43.75,7439.036508,7244.266667,7313.133333,7409.360317,-4.745238,-8.280159,-5.390476,-5.007937,251.610165,133.142857,309.227009,86.980952,243.988158,65.090476,276.547515,92.485714,18.62023,1.733333,17.023718,-0.07619,23.450861,4.838095,19.293533,-0.228571,2.28797,1.545265,1.367786,1.346635,37.2,35.2,7.4,9,0.757355,0.258123,0.71687,2.036017,Good,Pass
437.92381,638.295238,492.504762,516.238095,46.52381,40.980952,52.247619,51.028571,-532.07619,-533.704762,-505.495238,-605.761905,-71.47619,-61.019048,-68.752381,-60.971429,0.284568,1.03668,0.20724,915,783.25,674.5,883.5,63.5,54,71.75,41.75,7524.854762,7327.296032,7415.871429,7400.710317,-4.792063,-9.655556,-4.823016,-7.830952,274.406762,131.004762,378.17005,135.67619,257.660184,49.919048,356.58768,150.066667,22.13905,1.385714,18.353965,1.92381,23.54451,3.052381,20.698888,1.057143,2.635102,1.783158,1.625822,1.531315,37.2,10.8,35.2,6.4,0.625197,0.31871,0.77003,3.823753,Good,Pass
311.038095,523.066667,496.314286,425.52381,47.790476,58.638095,78.619048,65.361905,-538.961905,-606.933333,-565.685714,-630.47619,-59.209524,-54.361905,-83.380952,-76.638095,0.117626,1.183232,0.076333,762.5,727.25,782.25,894.75,67,79,63.5,51,7613.130159,7358.569048,7490.104762,7439.964286,-3.484127,-7.571429,-4.019841,-5.47619,252.868898,110.085714,340.907966,47.114286,254.136196,61.695238,342.062038,35.671429,22.309431,0.609524,21.507009,0.304762,26.348727,0.1,24.157884,0.180952,2.571884,2.494114,2.362056,2.263971,0.4,0.2,6.4,1.8,1.152293,0.406889,1.351525,10.825461,Good,Pass
447.161905,648.742857,593.857143,482.009524,45.857143,45.2,45.52381,50.742857,-468.838095,-432.257143,-475.142857,-501.990476,-48.142857,-61.8,-66.47619,-70.257143,0.195293,1.011509,0.149334,1263.75,726.25,827.5,524,54.25,48.5,61.5,44.25,7561.269841,7421.979365,7415.12381,7506.595238,-5.094444,-7.304762,-6.896032,-4.318254,272.902683,123.104762,296.894341,41.904762,287.486719,75.771429,272.132851,26.919048,18.413211,1.009524,16.632368,-1.047619,21.940922,3.552381,19.536943,-1.552381,2.233306,2.158609,2.006059,1.998409,9.6,4.8,3.4,47.6,1.362046,0.386573,1.299842,7.303511,Good,Pass
263.704762,755.904762,462.085714,706.419048,56.247619,52.561905,87.580952,43.466667,-484.295238,-680.095238,-545.914286,-701.580952,-73.752381,-68.438095,-88.419048,-84.533333,0.271073,1.297094,0.184144,719.75,632.25,965.25,530.25,72.25,69.25,70.5,61,7643.449206,7111.248413,7463.647619,7184.177778,-1.697619,-11.353968,-2.319841,-9.107143,215.922982,96.8,466.489661,85.733333,248.089036,61.07619,444.170651,84.82381,26.570857,1.233333,22.859072,0.371429,31.019698,-0.857143,24.484297,1.32381,2.449484,1.853417,1.823466,1.642203,41.6,40.4,42.4,2.2,0.422646,0.341891,0.637748,2.007735,Good,Pass
233.914286,668.409524,240.390476,544.447619,45.628571,47.361905,50.057143,40.714286,-310.085714,-567.590476,-376.609524,-613.552381,-56.371429,-67.638095,-57.942857,-72.285714,0.233712,0.990401,0.129586,952.5,589.25,543,1391,52.25,57.25,52.5,40,7790.647619,7214.965079,7720.948413,7218.310317,1.033333,-10.71746,0.237302,-8.78254,150.148888,2.552381,406.134425,93.87619,152.214293,-6.542857,396.927887,99.257143,19.771834,2.552381,19.256347,2.152381,23.795461,3.114286,21.833589,1.333333,2.257445,2.151881,2.144048,2.023451,2.2,7.4,0.2,38.4,0.877287,0.37059,1.068489,7.498448,Good,Pass
436.390476,611.447619,529.466667,530.714286,45.352381,43.009524,53.561905,45.161905,-542.609524,-592.552381,-568.533333,-614.285714,-49.647619,-54.990476,-70.438095,-62.838095,0.233058,1.098613,0.16047,928.5,590,842,416.5,64,56,52.75,46.25,7414.295238,7218.765079,7345.750794,7379.654762,-5.165079,-8.988889,-5.207143,-6.412698,318.473103,177.942857,386.721107,80.252381,297.253729,106.619048,369.529843,60.5,20.651633,2.104762,18.238612,0.414286,24.222037,0.72381,20.938263,-1.266667,2.302965,2.159388,2.013987,1.99122,34.4,9.8,34.8,26.8,0.667172,0.444212,0.849893,2.018156,Good,Pass
616.390476,503.038095,759.590476,342.542857,51.352381,51.180952,61.990476,55.771429,-555.609524,-493.961905,-546.409524,-540.457143,-44.647619,-49.819048,-76.009524,-54.228571,0.297865,1.009495,0.213702,1162.25,679.25,778,540.5,59.5,54.5,58.25,34,7099.13254,7235.977778,6967.115079,7411.331746,-7.010317,-7.02619,-7.86746,-3.912698,323.50807,56.180952,314.089259,113.161905,346.695636,28.552381,287.284033,118.180952,20.357576,-1.671429,17.889567,0.180952,23.851586,0.685714,20.544726,1.028571,1.899727,1.661747,1.620722,1.534279,1.8,5.8,6.4,2.4,0.673487,0.302783,0.804773,4.97323,Good,Pass
264.028571,565.752381,424.790476,431.380952,46.895238,36.32381,61.009524,41.47619,-456.971429,-508.247619,-461.209524,-562.619048,-56.104762,-58.67619,-60.990476,-68.52381,0.116569,1.075899,0.065126,900.75,837.25,873.75,1161.5,65.5,53.25,62,44.75,7544.323016,7261.243651,7481.410317,7352.648413,-2.631746,-8.639683,-3.092063,-6.30873,230.369143,128.571429,350.586749,83.057143,221.188144,64.642857,332.729186,82.92381,20.63011,0.009524,17.207681,0.247619,23.194678,1.628571,20.716919,-0.428571,2.765114,2.466414,2.224519,2.118037,0.4,4,8,1,1.19555,0.392093,1.238491,10.135454,Good,Pass
388.790476,468.838095,518.380952,310.990476,54.466667,36.619048,69.066667,54.495238,-487.209524,-382.161905,-503.619048,-420.009524,-45.533333,-63.380952,-48.933333,-56.504762,0.067001,1.061365,0.035707,623,684,662.75,474.25,53.25,55.25,53.75,46.5,7302.702381,7355.468254,7266.293651,7410.195238,-2.9,-5.807143,-3.731746,-2.776984,226.966541,105.419048,229.732833,44.004762,242.160026,55.047619,209.384878,57.438095,20.010142,-0.580952,17.264358,-0.133333,23.571039,1.314286,19.325907,-0.733333,2.772784,2.275693,2.253443,2.245438,0.2,2.4,6,6.4,1.442262,0.421678,1.384964,9.688479,Good,Pass
313.742857,437.390476,414.961905,297.866667,73.133333,45.857143,58.8,48.142857,-474.257143,-440.609524,-460.038095,-464.133333,-58.866667,-54.142857,-55.2,-62.857143,0.198539,1.044417,0.128617,738,587.5,639,1292.5,70.5,75.75,70,51,7566.69127,7339.398413,7497.837302,7535.689683,-3.511905,-7.194444,-4.17381,-4.45,252.058522,149.22381,264.826494,103.980952,230.828628,77.390476,239.234164,104.309524,23.152751,-0.142857,18.473673,0.961905,24.315712,1.685714,20.857432,0.447619,2.300851,2.143517,2.128588,2.108279,31.6,39.6,1.8,0.2,1.050902,0.382343,1.103795,8.282713,Good,Pass
399.638095,694.704762,592.447619,531.057143,73.390476,55.209524,49.914286,59.390476,-526.361905,-546.295238,-473.552381,-594.942857,-59.609524,-60.790476,-71.085714,-56.609524,0.251755,1.17112,0.17917,1255,878,814,965.75,75,72.25,73,65.25,7616.040476,7334.349206,7496.118254,7472.421429,-3.184921,-9.933333,-4.063492,-7.97619,258.859412,78.37619,392.42753,94.871429,264.630576,61.87619,370.73226,98.557143,22.981028,0.057143,21.332361,0.895238,24.984044,1.914286,22.94562,0.385714,1.92326,1.703989,1.680986,1.628498,4.8,41.6,47.6,2.4,0.889642,0.282915,0.962146,4.123244,Good,Pass
360.047619,710.419048,479.352381,523.838095,37.457143,45.761905,55.92381,56.219048,-337.952381,-617.580952,-332.647619,-654.161905,-56.542857,-50.238095,-57.07619,-60.780952,0.242107,1.068932,0.178172,945.5,1168.5,1555.25,725.5,59.25,55.25,68,39,7433.262698,7232.296032,7246.415079,7348.689683,-2.547619,-10.203175,-3.962698,-6.934127,173.838485,60.604762,434.221306,92.3,181.933573,3.47619,414.694043,38.495238,18.116872,1.104762,18.358102,0.752381,23.639092,2.285714,21.278001,-0.447619,3.298513,2.669551,2.535963,2.41424,6.2,28,36,49.6,1.476755,0.427878,1.504203,6.748813,Good,Pass
475.961905,512.847619,630.561905,470.314286,72.733333,55.219048,46.704762,52.733333,-718.038095,-492.152381,-639.438095,-497.685714,-67.266667,-52.780952,-84.295238,-67.266667,0.264207,1.154547,0.20082,878.5,1026.75,1196,564.25,76,63.5,79,55,7368.621429,7369.263492,7279.545238,7466.411905,-6.684127,-7.165079,-7.121429,-4.938095,403.474374,256.395238,300.433642,74.609524,378.901926,225.633333,290.077806,76.038095,26.610125,1.790476,20.360333,0.02381,28.18598,3.314286,21.603194,0.704762,2.485418,2.343854,2.282091,2.119531,6.2,1.2,36,28,1.552538,0.370546,1.445126,8.229104,Good,Pass
658.057143,471.685714,762.4,379.142857,51.87619,30.466667,55.009524,43.07619,-581.942857,-480.314286,-612.6,-541.857143,-52.12381,-70.533333,-83.990476,-52.92381,0.29374,1.128662,0.206349,908.75,588.75,693,1060.5,76.75,62,73.5,59.75,7258.021429,7481.946825,7109.930952,7573.328571,-6.581746,-8.038889,-6.660317,-6.015079,349.284427,76.4,322.587546,94.07619,342.497445,41.42381,295.354599,93.066667,24.159908,-0.885714,17.928159,1.2,29.022042,3.057143,20.214614,1.204762,1.784394,1.630037,1.623197,1.485528,41.6,35.6,10.4,2.2,0.651156,0.308673,0.762454,5.235497,Good,Pass
447.371429,674.952381,561.580952,562.866667,49.047619,44.952381,49.12381,55.504762,-484.628571,-525.047619,-490.419048,-527.133333,-55.952381,-52.047619,-70.87619,-65.495238,0.285655,1.121982,0.199166,1228.25,595.5,585.5,1009,72.75,71.25,75,58.75,7525.153175,7309.826984,7291.015079,7362.71746,-4.501587,-9.127778,-4.721429,-6.996032,264.698325,129.080952,346.068743,71.242857,269.364693,71.814286,312.666409,73.27619,21.600772,1.066667,20.399409,0.557143,25.351762,2.614286,22.29609,0.461905,2.158619,1.894924,1.495839,1.473314,20.8,31.2,47.2,8,0.755339,0.268978,0.840256,4.222476,Good,Pass
529.428571,502.447619,638.428571,332.8,45.180952,45.209524,52.095238,54.571429,-540.571429,-465.552381,-596.571429,-519.2,-62.819048,-54.790476,-81.904762,-66.428571,0.212078,1.049232,0.162213,1170.5,687.5,781.25,1279,58,52.75,51.5,38,7243.931746,7340.093651,7136.881746,7470.481746,-4.828571,-5.44127,-5.47619,-2.970635,312.822778,159.6,265.231276,100.371429,313.271253,98.604762,252.291563,91.961905,21.336064,-0.280952,18.1823,0.257143,26.163572,3.638095,20.480064,-1.404762,2.144709,2.108556,1.835088,1.765745,1.2,31.2,1.6,9,1.342508,0.290051,1.155428,5.406458,Good,Pass
353.52381,771.904762,517.695238,595.190476,58.438095,46.6,49.638095,43.390476,-471.47619,-523.095238,-433.304762,-579.809524,-55.561905,-55.4,-77.361905,-61.609524,0.239507,1.044997,0.171496,1095.75,828.5,1195,644.25,56.5,57,65.25,48,7498.421429,7071.244444,7350.250794,7254.636508,-2.057143,-10.088889,-2.662698,-7.250794,217.876651,90.204762,382.88092,20.766667,230.229503,61.080952,354.867945,3,20.149646,-0.8,17.232733,-1.361905,25.328396,2.433333,18.408361,-0.828571,2.081174,2.028958,1.977757,1.861674,4,8.8,4.8,0.8,1.079664,0.305525,1.056089,5.885981,Good,Pass
339.552381,616.209524,547.971429,446.314286,85.142857,77.657143,64.809524,66.352381,-473.447619,-499.790476,-417.028571,-599.685714,-72.857143,-61.342857,-63.190476,-56.647619,0.242496,1.292599,0.186395,1246.5,885.75,715.75,537.25,96,84,94.75,81.25,7594.173016,7368.154762,7478.588889,7518.853968,-4.783333,-7.571429,-5.460317,-4.436508,256.523885,135.309524,332.764665,109.114286,264.246762,48.504762,308.440538,92.880952,25.518892,0.457143,25.060989,-0.971429,29.327144,-0.190476,26.538007,-1.319048,2.77725,2.518869,2.301003,2.1901,41.6,2.4,6.4,1.2,1.264698,0.419271,1.298349,6.705447,Good,Pass
506.038095,666.809524,620.742857,461.247619,42.114286,48.133333,54.704762,54.67619,-483.961905,-643.190476,-509.257143,-674.752381,-56.885714,-73.866667,-69.295238,-82.32381,0.314114,1.046915,0.215901,1055.25,783.5,765.5,492.25,58.5,50.25,59.25,38,7239.074603,7201.595238,7115.589683,7492.278571,-4.759524,-10.542857,-6.646032,-6.486508,272.229612,137.028571,450.94093,136.209524,299.629717,84.904762,394.748514,203.752381,20.485691,0.742857,18.846741,1.085714,24.929097,4.114286,22.601496,2.295238,2.527488,1.68498,1.435138,1.393219,6.2,2.2,9.2,40,0.722245,0.341802,0.670328,1.970335,Good,Pass
265.733333,418.638095,433.571429,269.4,47.438095,38.695238,54.67619,48.942857,-488.266667,-507.361905,-482.428571,-527.6,-67.561905,-66.304762,-68.32381,-71.057143,0.075251,1.120328,0.039429,1211.25,739,740.25,617.75,60,57.25,57.25,39,7602.768254,7419.07619,7499.846825,7577.279365,-2.719841,-6.119841,-3.546032,-2.654762,230.852644,140.061905,274.004168,125.690476,236.998873,71.604762,261.051318,123.7,21.545708,0.833333,18.798495,1.466667,25.815963,2.142857,21.476997,0.466667,2.733023,2.397576,2.380825,2.365152,6,10,6.2,36.4,1.217972,0.415678,1.278447,8.739709,Good,Pass
384.609524,643.219048,587.638095,542.114286,40.8,52.295238,56.447619,61.133333,-492.390476,-570.780952,-526.361905,-613.885714,-69.2,-50.704762,-73.552381,-52.866667,0.194208,1.172226,0.147609,1324.5,579,901.75,658,64.25,62.25,74.75,48.25,7441.875397,7266.593651,7297.95,7401.507937,-4.611111,-6.952381,-5.818254,-4.896825,273.786868,125.971429,362.8769,63.914286,296.256947,102.77619,354.360579,48.595238,19.37612,1.038095,21.273478,-0.32381,25.658384,2.390476,23.528084,-1.142857,2.549447,2.335259,2.324819,2.275313,36,4.6,0.2,4.4,1.630401,0.418062,1.485655,8.969667,Good,Pass
289.87619,714.87619,466.428571,592.580952,39.180952,36.266667,56.371429,38.047619,-489.12381,-596.12381,-476.571429,-588.419048,-61.819048,-52.733333,-79.628571,-59.952381,0.225214,1.009921,0.158381,1048.75,818,1210.5,749.25,62.5,54,61.25,40.5,7738.370635,7316.589683,7671.011111,7511.68254,-2.453968,-11.419048,-3.240476,-8.655556,232.954854,113.833333,453.567155,3,242.710105,94.733333,422.226226,-3.033333,20.211543,0.942857,15.623463,0.114286,24.170048,1.790476,17.830538,0.690476,2.211558,1.611988,1.594368,1.519658,10.4,3.8,15.2,2.2,0.749804,0.319137,0.845764,3.880195,Good,Pass
343.32381,417.447619,496.152381,296.019048,49.466667,45.952381,56.761905,44.095238,-485.67619,-455.552381,-515.847619,-503.980952,-60.533333,-46.047619,-79.238095,-47.904762,0.188426,1.001411,0.122062,923,641.75,508.75,1162.75,62.25,50.25,51.75,44.25,7585.879365,7519.295238,7519.871429,7613.452381,-4.278571,-5.472222,-5.401587,-3.328571,241.743869,136.666667,243.64192,17.595238,252.296005,53.947619,242.426239,53.028571,20.210568,1.466667,16.375083,-1.095238,25.544422,4.314286,19.304897,-1.033333,2.610779,2.406589,2.144592,2.083024,0.2,6.4,0.4,10.4,1.083147,0.385763,1.203099,9.809938,Good,Pass
551.771429,538.161905,726.12381,474.952381,36.419048,41.190476,45.466667,49.428571,-438.228571,-546.838095,-514.87619,-593.047619,-55.580952,-49.809524,-72.533333,-50.571429,0.33326,0.994528,0.236984,799.5,786,1642.5,621.25,51.25,52,66.75,39,7295.811111,7392.951587,7022.628571,7490.238889,-6.35873,-7.475397,-7.878571,-5.444444,271.162115,103.085714,355.040882,110.9,315.679091,55.157143,357.235146,79.1,18.080754,0.628571,17.661767,-0.485714,25.76837,3.52381,20.493869,-0.914286,2.950785,1.474915,1.445348,1.318002,6.2,9.2,43.2,5.2,0.631957,0.321403,0.609435,3.313323,Good,Pass
432.019048,537.419048,506.12381,387.752381,38.809524,49.504762,43.895238,60.47619,-499.980952,-594.580952,-505.87619,-583.247619,-61.190476,-62.495238,-67.104762,-67.52381,0.207182,1.043962,0.156764,1421.5,866.25,1073.75,762.5,56,59.75,63.5,39.5,7474.96746,7581.301587,7422.276984,7707.338889,-5.301587,-6.998413,-5.544444,-3.752381,266.10603,144.647619,335.147919,135.119048,258.435425,79.233333,303.795174,129.22381,20.633909,1.461905,20.154525,1.495238,22.136141,2.895238,22.125778,0.07619,2.686635,2.60552,2.474304,2.37912,36,9.6,28,32,1.342075,0.421772,1.444314,6.043334,Good,Pass
211.752381,713.133333,390.657143,554.466667,50.847619,39.438095,57.371429,46.561905,-412.247619,-590.866667,-422.342857,-641.533333,-74.152381,-69.561905,-71.628571,-58.438095,0.198375,1.103515,0.121665,845.5,707,923.5,1414.5,62.25,54.25,66.75,48,7473.460317,7024.168254,7440.55,7132.631746,-0.596825,-11.27619,-1.494444,-8.637302,207.958629,110.642857,440.710265,53.847619,201.494747,62.166667,424.104741,60.538095,21.491486,0.052381,18.007278,0.638095,24.563831,2.895238,20.710407,-0.295238,2.030229,1.9585,1.927529,1.769857,0.6,0.2,31.2,2,1.053378,0.306822,1.001963,7.682215,Good,Pass
649.666667,552.180952,729.761905,418.752381,58.342857,48.895238,60.371429,54.666667,-608.333333,-526.819048,-630.238095,-544.247619,-81.657143,-68.104762,-90.628571,-76.333333,0.219312,1.198077,0.177134,1287.5,925.25,1319,1114.25,81.75,68,79,56.5,7229.694444,7441.2,7172.63254,7423.253175,-6.651587,-6.401587,-6.605556,-4.485714,369.064384,122.447619,308.827477,62.771429,360.580972,67.842857,296.558125,61.290476,25.021448,0.085714,20.603948,0.352381,28.377679,1.590476,22.923624,-0.342857,2.634564,2.529562,2.431593,2.35569,28,36,9.8,8.8,1.652629,0.397156,1.596336,8.080512,Good,Pass
776.685714,376.657143,952.27619,232.6,49.819048,43.742857,63.790476,55.495238,-743.314286,-372.342857,-704.72381,-442.4,-64.180952,-46.257143,-96.209524,-74.504762,0.282064,1.199101,0.204716,1659.5,576.25,664.5,538,73.25,63.25,74,59,6903.396032,7519.539683,6880.144444,7661.948413,-11.848413,-4.555556,-12.315873,-1.516667,498.348889,134.92381,232.028002,119.652381,498.35394,115.304762,224.78135,120.238095,23.12087,-0.385714,19.572307,0.514286,26.405631,1.380952,22.072337,0.838095,1.861372,1.78956,1.715652,1.593953,41.6,2.2,36.4,31.2,0.592974,0.326029,0.749071,3.912205,Good,Pass
1843.057143,971.619048,1050.609524,1259.066667,142.771429,205.961905,434.342857,249.371429,-2554.942857,-639.380952,-1115.390476,-1350.933333,-158.228571,-74.038095,-164.657143,-244.628571,0.651901,2.999819,0.223013,4421.75,4249.5,2803.75,1374.5,208.5,169,231.5,171,6064.819841,7841.188095,8971.038095,6712.893651,-27.893651,-3.94127,4.25,-12.926984,1496.312512,679.47619,337.485033,-73.461905,748.146011,-130.62381,695.902558,-139.9,72.630403,12.190476,48.522953,-8.280952,97.660665,-15.609524,88.1293,-0.714286,26.448802,24.502523,21.239526,19.937539,3.2,1.2,15.2,27.2,1.53523,4.191816,2.568125,2.97557,Grippers,Fail
